CPU: Intel Sandy Bridge microarchitecture, speed 2493.76 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 100000
Counted mem_load_uops_misc_retired events (Memory load uops retired) with a unit mask of 0x02 (No unit mask) count 100000
Counted LLC_MISSES events (Last level cache demand requests from this core that missed the LLC) with a unit mask of 0x41 (No unit mask) count 100000
samples  %        samples  %        samples  %        image name               symbol name
1        5.5e-05  0              0  0              0  libjvm.so                ClassVerifier::verify_invoke_init(RawBytecodeStream*, unsigned short, VerificationType, StackMapFrame*, unsigned int, bool, bool*, constantPoolHandle, StackMapTable*, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                ClassVerifier::verify_local_variable_table(unsigned int, char*, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                ClassVerifier::verify_return_value(VerificationType, VerificationType, unsigned short, StackMapFrame*, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                ClearArrayNode::Ideal(PhaseGVN*, bool)
1        5.5e-05  0              0  0              0  libjvm.so                ClearArrayNode::Identity(PhaseTransform*)
1        5.5e-05  0              0  0              0  libjvm.so                ClearArrayNode::clear_memory(Node*, Node*, Node*, long, long, PhaseGVN*)
1        5.5e-05  0              0  0              0  libjvm.so                CmpINode::CmpINode(Node*, Node*)
1        5.5e-05  0              0  0              0  libjvm.so                CmpLNode::sub(Type const*, Type const*) const
1        5.5e-05  0              0  0              0  libjvm.so                CmpNode::add_id() const
1        5.5e-05  0              0  0              0  libjvm.so                CodeBuffer::initialize(int, int)
1        5.5e-05  0              0  0              0  libjvm.so                CodeBuffer::initialize_oop_recorder(OopRecorder*)
1        5.5e-05  0              0  0              0  libjvm.so                CodeCache::commit(CodeBlob*)
1        5.5e-05  0              0  0              0  libjvm.so                CodeCache::make_marked_nmethods_not_entrant()
1        5.5e-05  0              0  0              0  libjvm.so                CodeHeap::expand_by(unsigned long)
1        5.5e-05  0              0  1         0.0023  libjvm.so                CodeHeapPool::get_memory_usage()
1        5.5e-05  0              0  0              0  libjvm.so                CodeSection::target(Label&, unsigned char*)
1        5.5e-05  0              0  0              0  libjvm.so                CollectedHeap::accumulate_statistics_all_tlabs()
1        5.5e-05  0              0  0              0  libjvm.so                CollectedHeap::ensure_parsability(bool)
1        5.5e-05  0              0  0              0  libjvm.so                CollectedHeap::trace_heap(GCWhen::Type, GCTracer*)
1        5.5e-05  0              0  0              0  libjvm.so                CollectedHeap::unregister_nmethod(nmethod*)
1        5.5e-05  0              0  0              0  libjvm.so                CompareAndSwapINode::Opcode() const
1        5.5e-05  0              0  0              0  libjvm.so                CompareAndSwapNNode::Opcode() const
1        5.5e-05  0              0  0              0  libjvm.so                CompareOp::name() const
1        5.5e-05  0              0  0              0  libjvm.so                CompareOp::visit(InstructionVisitor*)
1        5.5e-05  0              0  0              0  libjvm.so                Compilation::cha_exact_type(ciType*)
1        5.5e-05  0              0  0              0  libjvm.so                Compilation::~Compilation()
1        5.5e-05  0              0  0              0  libjvm.so                Compile::ScheduleAndBundle()
1        5.5e-05  1         0.0012  0              0  libjvm.so                Compile::allow_range_check_smearing() const
1        5.5e-05  0              0  0              0  libjvm.so                Compile::bang_size_in_bytes() const
1        5.5e-05  0              0  0              0  libjvm.so                Compile::cleanup_expensive_nodes(PhaseIterGVN&)
1        5.5e-05  0              0  0              0  libjvm.so                Compile::dump_inlining()
1        5.5e-05  0              0  0              0  libjvm.so                Compile::inline_string_calls(bool)
1        5.5e-05  0              0  0              0  libjvm.so                Compile::return_values(JVMState*)
1        5.5e-05  0              0  0              0  libjvm.so                Compile::varargs_C_out_slots_killed() const
1        5.5e-05  0              0  0              0  libjvm.so                CompileQueue::purge_stale_tasks()
1        5.5e-05  0              0  0              0  libjvm.so                CompileTask::free(CompileTask*)
1        5.5e-05  0              0  1         0.0023  libjvm.so                CompiledIC::is_in_transition_state() const
1        5.5e-05  0              0  0              0  libjvm.so                CompiledIC::stub_address() const
1        5.5e-05  0              0  0              0  libjvm.so                CompiledStaticCall::compute_entry(methodHandle, StaticCallInfo&)
1        5.5e-05  0              0  1         0.0023  libjvm.so                CompiledStaticCall::is_clean() const
1        5.5e-05  0              0  0              0  libjvm.so                CompressedKlassSpacePool::get_memory_usage()
1        5.5e-05  0              0  0              0  libjvm.so                ConnectionGraph::add_java_object(Node*, PointsToNode::EscapeState)
1        5.5e-05  0              0  0              0  libjvm.so                ConnectionGraph::has_candidates(Compile*)
1        5.5e-05  0              0  0              0  libjvm.so                ConnectionGraph::move_inst_mem(Node*, GrowableArray<PhiNode*>&)
1        5.5e-05  0              0  0              0  libjvm.so                ConnectionGraph::optimize_ideal_graph(GrowableArray<Node*>&, GrowableArray<Node*>&)
1        5.5e-05  0              0  0              0  libjvm.so                ConnectionGraph::record_for_optimizer(Node*)
1        5.5e-05  0              0  0              0  libjvm.so                ConnectionGraph::split_AddP(Node*, Node*)
1        5.5e-05  0              0  0              0  libjvm.so                Constant::compare(Instruction::Condition, Instruction*) const
1        5.5e-05  0              0  0              0  libjvm.so                Constant::exact_type() const
1        5.5e-05  0              0  0              0  libjvm.so                ConstantPool::allocate(ClassLoaderData*, int, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                ConstantPool::basic_type_for_signature_at(int)
1        5.5e-05  0              0  0              0  libjvm.so                ConstantPool::klass_name_at(int)
1        5.5e-05  0              0  1         0.0023  libjvm.so                ConstantPool::string_at_impl(constantPoolHandle, int, int, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                ConstantPoolCacheEntry::set_itable_call(Bytecodes::Code, methodHandle, int)
1        5.5e-05  0              0  0              0  libjvm.so                ConstantPoolCacheEntry::set_vtable_call(Bytecodes::Code, methodHandle, int)
1        5.5e-05  0              0  0              0  libjvm.so                ContiguousSpacePool::get_memory_usage()
1        5.5e-05  0              0  0              0  libjvm.so                Conv2BNode::Value(PhaseTransform*) const
1        5.5e-05  0              0  0              0  libjvm.so                Conv2BNode::bottom_type() const
1        5.5e-05  0              0  0              0  libjvm.so                Conv2BNode::ideal_reg() const
1        5.5e-05  0              0  0              0  libjvm.so                ConvI2FNode::Opcode() const
1        5.5e-05  0              0  0              0  libjvm.so                ConvL2INode::Value(PhaseTransform*) const
1        5.5e-05  0              0  0              0  libjvm.so                CountedLoopNode::match_incr_with_optional_truncation(Node*, Node**, Node**, TypeInt const**)
1        5.5e-05  0              0  0              0  libjvm.so                CountedLoopNode::stride_con() const
1        5.5e-05  0              0  0              0  libjvm.so                CreateExNode::match_edge(unsigned int) const
1        5.5e-05  0              0  0              0  libjvm.so                CreateExceptionNode::out_RegMask() const
1        5.5e-05  0              0  0              0  libjvm.so                CreateExceptionNode::size(PhaseRegAlloc*) const
1        5.5e-05  0              0  0              0  libjvm.so                DebugInformationRecorder::data_size()
1        5.5e-05  0              0  0              0  libjvm.so                DefNewGeneration::collection_attempt_is_safe()
1        5.5e-05  0              0  0              0  libjvm.so                DefNewGeneration::name() const
1        5.5e-05  0              0  0              0  libjvm.so                DefNewGeneration::print_on(outputStream*) const
1        5.5e-05  0              0  0              0  libjvm.so                DefNewGeneration::save_marks()
1        5.5e-05  0              0  0              0  libjvm.so                DefNewGeneration::update_counters()
1        5.5e-05  0              0  0              0  libjvm.so                DefaultMethods::generate_default_methods(InstanceKlass*, GrowableArray<Method*>*, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                Deoptimization::fetch_unroll_info_helper(JavaThread*)
1        5.5e-05  0              0  0              0  libjvm.so                Deoptimization::uncommon_trap_inner(JavaThread*, int)
1        5.5e-05  0              0  0              0  libjvm.so                DepChange::ContextStream::start()
1        5.5e-05  0              0  0              0  libjvm.so                Dependencies::DepStream::argument(int)
1        5.5e-05  0              0  0              0  libjvm.so                DerivedPointerTable::update_pointers()
1        5.5e-05  0              0  0              0  libjvm.so                Dict::Dict(int (*)(void const*, void const*), int (*)(void const*))
1        5.5e-05  1         0.0012  1         0.0023  libjvm.so                Dict::Dict(int (*)(void const*, void const*), int (*)(void const*), Arena*, int)
1        5.5e-05  1         0.0012  0              0  libjvm.so                DirtyCardToOopClosure::do_MemRegion(MemRegion)
1        5.5e-05  0              0  0              0  libjvm.so                DivByZeroStub::emit_code(LIR_Assembler*)
1        5.5e-05  0              0  0              0  libjvm.so                DivINode::Ideal(PhaseGVN*, bool)
1        5.5e-05  0              0  0              0  libjvm.so                EdgeMoveOptimizer::remove_cur_instruction(int, bool)
1        5.5e-05  0              0  0              0  libjvm.so                ElfFile::ElfFile(char const*)
1        5.5e-05  0              0  0              0  libjvm.so                ExceptionHandlerTable::copy_to(nmethod*)
1        5.5e-05  0              0  0              0  libjvm.so                ExceptionObject::input_values_do(ValueVisitor*)
1        5.5e-05  0              0  0              0  libjvm.so                ExceptionTable::ExceptionTable(Method const*)
1        5.5e-05  0              0  0              0  libjvm.so                FastLockNode::Value(PhaseTransform*) const
1        5.5e-05  0              0  0              0  libjvm.so                FastLockNode::create_rtm_lock_counter(JVMState*)
1        5.5e-05  1         0.0012  0              0  libjvm.so                FilteringClosure::do_oop_nv(unsigned int*)
1        5.5e-05  0              0  0              0  libjvm.so                FrameMap::sp_offset2vmreg(int) const
1        5.5e-05  0              0  0              0  libjvm.so                FrameMap::sp_offset_for_monitor_lock(int) const
1        5.5e-05  0              0  0              0  libjvm.so                FrameMap::validate_frame()
1        5.5e-05  0              0  0              0  libjvm.so                FreeList<Metablock>::link_head(Metablock*)
1        5.5e-05  0              0  0              0  libjvm.so                GCCause::to_string(GCCause::Cause)
1        5.5e-05  0              0  0              0  libjvm.so                GCId::create()
1        5.5e-05  0              0  0              0  libjvm.so                GCId::peek()
1        5.5e-05  0              0  0              0  libjvm.so                GCMemoryManager::gc_end(bool, bool, bool, bool, GCCause::Cause)
1        5.5e-05  0              0  0              0  libjvm.so                GCTimer::register_gc_phase_start(char const*, Ticks const&)
1        5.5e-05  0              0  0              0  libjvm.so                GCTracer::send_garbage_collection_event() const
1        5.5e-05  0              0  0              0  libjvm.so                GCTracer::send_meta_space_summary_event(GCWhen::Type, MetaspaceSummary const&) const
1        5.5e-05  0              0  0              0  libjvm.so                GCTracer::send_reference_stats_event(ReferenceType, unsigned long) const
1        5.5e-05  0              0  1         0.0023  libjvm.so                GenCollectedHeap::attempt_allocation(unsigned long, bool, bool)
1        5.5e-05  0              0  0              0  libjvm.so                GenCollectedHeap::capacity() const
1        5.5e-05  0              0  0              0  libjvm.so                GenCollectedHeap::ensure_parsability(bool)
1        5.5e-05  0              0  0              0  libjvm.so                GenCollectedHeap::gen_process_roots(int, bool, bool, GenCollectedHeap::ScanningOption, bool, OopsInGenClosure*, OopsInGenClosure*, CLDClosure*)
1        5.5e-05  0              0  0              0  libjvm.so                GenCollectedHeap::mem_allocate(unsigned long, bool*)
1        5.5e-05  0              0  0              0  libjvm.so                GenCollectedHeap::print_on(outputStream*) const
1        5.5e-05  0              0  0              0  libjvm.so                GenCollectedHeap::process_roots(bool, GenCollectedHeap::ScanningOption, OopClosure*, OopClosure*, CLDClosure*, CLDClosure*, CodeBlobClosure*)
1        5.5e-05  0              0  0              0  libjvm.so                GenCollectorPolicy::satisfy_failed_allocation(unsigned long, bool)
1        5.5e-05  0              0  0              0  libjvm.so                GenCollectorPolicy::should_try_older_generation_allocation(unsigned long) const
1        5.5e-05  0              0  0              0  libjvm.so                GenerateOopMap::do_interpretation()
1        5.5e-05  0              0  0              0  libjvm.so                GenerateOopMap::do_ldc(int)
1        5.5e-05  0              0  0              0  libjvm.so                GenerateOopMap::do_monitorenter(int)
1        5.5e-05  0              0  0              0  libjvm.so                GenerateOopMap::mark_reachable_code()
1        5.5e-05  0              0  0              0  libjvm.so                GenerateOopMap::ppload(CellTypeState*, int)
1        5.5e-05  0              0  0              0  libjvm.so                GeneratePairingInfo::~GeneratePairingInfo()
1        5.5e-05  0              0  0              0  libjvm.so                Generation::max_contiguous_available() const
1        5.5e-05  0              0  0              0  libjvm.so                Generation::print_on(outputStream*) const
1        5.5e-05  0              0  0              0  libjvm.so                GlobalValueNumbering::kill_field(ciField*, bool)
1        5.5e-05  0              0  0              0  libjvm.so                Goto::as_Goto()
1        5.5e-05  0              0  0              0  libjvm.so                GotoNode::Opcode() const
1        5.5e-05  0              0  0              0  libjvm.so                GraphBuilder::copy_state_before_with_bci(int)
1        5.5e-05  0              0  0              0  libjvm.so                GraphBuilder::increment()
1        5.5e-05  0              0  0              0  libjvm.so                GraphBuilder::load_indexed(BasicType)
1        5.5e-05  0              0  0              0  libjvm.so                GraphBuilder::lookup_switch()
1        5.5e-05  0              0  0              0  libjvm.so                GraphBuilder::pop(ValueType*)
1        5.5e-05  0              0  0              0  libjvm.so                GraphBuilder::shift_op(ValueType*, Bytecodes::Code)
1        5.5e-05  0              0  0              0  libjvm.so                GraphBuilder::table_switch()
1        5.5e-05  0              0  0              0  libjvm.so                GraphKit::GraphKit()
1        5.5e-05  0              0  0              0  libjvm.so                GraphKit::add_predicate_impl(Deoptimization::DeoptReason, int)
1        5.5e-05  0              0  0              0  libjvm.so                GraphKit::builtin_throw(Deoptimization::DeoptReason, Node*)
1        5.5e-05  0              0  0              0  libjvm.so                GraphKit::get_layout_helper(Node*, int&)
1        5.5e-05  0              0  0              0  libjvm.so                GraphKit::load_String_offset(Node*, Node*)
1        5.5e-05  0              0  0              0  libjvm.so                GraphKit::memory(TypePtr const*)
1        5.5e-05  0              0  1         0.0023  libjvm.so                GraphKit::new_array(Node*, Node*, int, Node**, bool)
1        5.5e-05  0              0  0              0  libjvm.so                GraphKit::null_check_oop(Node*, Node**, bool, bool)
1        5.5e-05  0              0  0              0  libjvm.so                GraphKit::pre_barrier(bool, Node*, Node*, Node*, unsigned int, Node*, TypeOopPtr const*, Node*, BasicType)
1        5.5e-05  0              0  0              0  libjvm.so                GraphKit::profile_has_unique_klass()
1        5.5e-05  0              0  0              0  libjvm.so                GraphKit::reset_memory()
1        5.5e-05  0              0  0              0  libjvm.so                GraphKit::set_control(Node*)
1        5.5e-05  0              0  1         0.0023  libjvm.so                GraphKit::set_pair_local(int, Node*)
1        5.5e-05  0              0  0              0  libjvm.so                GrowableArray<PhiNode*>::append(PhiNode* const&)
1        5.5e-05  0              0  0              0  libjvm.so                GrowableArray<PhiNode*>::append_if_missing(PhiNode* const&)
1        5.5e-05  0              0  0              0  libjvm.so                Hashtable<oopDesc*, (MemoryType)9>::new_entry(unsigned int, oopDesc*)
1        5.5e-05  0              0  0              0  libjvm.so                ICStub::finalize()
1        5.5e-05  0              0  0              0  libjvm.so                IdealKit::make_label(int)
1        5.5e-05  0              0  0              0  libjvm.so                IdealLoopTree::allpaths_check_safepts(VectorSet&, Node_List&)
1        5.5e-05  0              0  0              0  libjvm.so                IdealLoopTree::compute_profile_trip_cnt(PhaseIdealLoop*)
1        5.5e-05  0              0  0              0  libjvm.so                IdealLoopTree::policy_do_remove_empty_loop(PhaseIdealLoop*)
1        5.5e-05  1         0.0012  0              0  libjvm.so                IdealLoopTree::policy_unswitching(PhaseIdealLoop*) const
1        5.5e-05  0              0  0              0  libjvm.so                IdealLoopTree::record_for_igvn()
1        5.5e-05  0              0  0              0  libjvm.so                IfNode::required_outcnt() const
1        5.5e-05  1         0.0012  0              0  libjvm.so                IfNode::size_of() const
1        5.5e-05  0              0  0              0  libjvm.so                ImplicitExceptionTable::set_size(unsigned int)
1        5.5e-05  0              0  0              0  libjvm.so                InitializeNode::remove_extra_zeroes()
1        5.5e-05  0              0  0              0  libjvm.so                InitializeNode::set_complete(PhaseGVN*)
1        5.5e-05  0              0  0              0  libjvm.so                InitializeNode::size_of() const
1        5.5e-05  0              0  0              0  libjvm.so                InlineCacheBuffer::create_transition_stub(CompiledIC*, void*, unsigned char*)
1        5.5e-05  0              0  0              0  libjvm.so                InlineCacheBuffer::ic_stub_code_size()
1        5.5e-05  0              0  0              0  libjvm.so                InlineCacheBuffer::new_ic_stub()
1        5.5e-05  0              0  0              0  libjvm.so                InstanceKlass::InstanceKlass(int, int, int, int, ReferenceType, AccessFlags, bool)
1        5.5e-05  0              0  0              0  libjvm.so                InstanceKlass::add_implementor(Klass*)
1        5.5e-05  0              0  0              0  libjvm.so                InstanceKlass::find_field_from_offset(int, bool, fieldDescriptor*) const
1        5.5e-05  0              0  0              0  libjvm.so                InstanceKlass::get_klass_version(int)
1        5.5e-05  0              0  0              0  libjvm.so                InstanceKlass::initialize(Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                InstanceKlass::initialize_impl(instanceKlassHandle, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                InstanceKlass::link_class_impl(instanceKlassHandle, bool, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                InstanceKlass::link_methods(Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                InstanceKlass::mark_dependent_nmethods(DepChange&)
1        5.5e-05  0              0  0              0  libjvm.so                InstanceKlass::method_with_orig_idnum(int, int)
1        5.5e-05  0              0  0              0  libjvm.so                InstanceKlass::register_finalizer(instanceOopDesc*, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                InstanceKlass::vtable() const
1        5.5e-05  0              0  0              0  libjvm.so                InstanceMirrorKlass::oop_oop_iterate_nv(oopDesc*, FilteringClosure*)
1        5.5e-05  0              0  0              0  libjvm.so                InstanceRefKlass::release_and_notify_pending_list_lock(BasicLock*)
1        5.5e-05  0              0  0              0  libjvm.so                Instruction::as_AccessField()
1        5.5e-05  0              0  0              0  libjvm.so                Instruction::as_ArithmeticOp()
1        5.5e-05  0              0  0              0  libjvm.so                Instruction::as_ArrayLength()
1        5.5e-05  0              0  0              0  libjvm.so                Instruction::as_NewInstance()
1        5.5e-05  0              0  0              0  libjvm.so                Instruction::as_NullCheck()
1        5.5e-05  0              0  0              0  libjvm.so                Instruction::exact_type() const
1        5.5e-05  0              0  0              0  libjvm.so                Instruction::mirror(Instruction::Condition)
1        5.5e-05  0              0  0              0  libjvm.so                Instruction::needs_exception_state() const
1        5.5e-05  0              0  0              0  libjvm.so                Instruction::negate(Instruction::Condition)
1        5.5e-05  0              0  0              0  libjvm.so                IntConstant::is_constant() const
1        5.5e-05  0              0  0              0  libjvm.so                InterpreterOopMap::InterpreterOopMap()
1        5.5e-05  0              0  0              0  libjvm.so                InterpreterOopMap::~InterpreterOopMap()
1        5.5e-05  0              0  0              0  libjvm.so                InterpreterRuntime::_new(JavaThread*, ConstantPool*, int)
1        5.5e-05  0              0  0              0  libjvm.so                InterpreterRuntime::already_resolved(JavaThread*)
1        5.5e-05  0              0  0              0  libjvm.so                InterpreterRuntime::method(JavaThread*)
1        5.5e-05  0              0  0              0  libjvm.so                Interval::add_range(int, int)
1        5.5e-05  0              0  0              0  libjvm.so                IntervalList::append(Interval*)
1        5.5e-05  0              0  0              0  libjvm.so                Intrinsic::Intrinsic(ValueType*, vmIntrinsics::ID, Values*, bool, ValueStack*, bool, bool)
1        5.5e-05  0              0  0              0  libjvm.so                Intrinsic::as_Intrinsic()
1        5.5e-05  0              0  0              0  libjvm.so                Intrinsic::input_values_do(ValueVisitor*)
1        5.5e-05  0              0  0              0  libjvm.so                Invoke::can_trap() const
1        5.5e-05  0              0  0              0  libjvm.so                JNI_ArgumentPusherVaArg::get_int()
1        5.5e-05  0              0  0              0  libjvm.so                JNI_ArgumentPusherVaArg::get_object()
1        5.5e-05  0              0  0              0  libjvm.so                JVM_DefineClassWithSource
1        5.5e-05  0              0  0              0  libjvm.so                JVM_FindLoadedClass
1        5.5e-05  0              0  0              0  libjvm.so                JVM_GetLastErrorString
1        5.5e-05  0              0  0              0  libjvm.so                JVM_RawMonitorExit
1        5.5e-05  0              0  0              0  libjvm.so                JavaCallWrapper::~JavaCallWrapper()
1        5.5e-05  0              0  0              0  libjvm.so                JavaCalls::call_virtual(JavaValue*, Handle, KlassHandle, Symbol*, Symbol*, Handle, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                JavaThread::last_java_vframe(RegisterMap*)
1        5.5e-05  0              0  0              0  libjvm.so                JavaThread::reguard_stack(unsigned char*)
1        5.5e-05  0              0  0              0  libjvm.so                JfrTypeIDs::next_classID()
1        5.5e-05  0              0  0              0  libjvm.so                JumpData::post_initialize(BytecodeStream*, MethodData*)
1        5.5e-05  0              0  0              0  libjvm.so                JvmtiDynamicCodeEventCollector::JvmtiDynamicCodeEventCollector()
1        5.5e-05  0              0  0              0  libjvm.so                JvmtiDynamicCodeEventCollector::~JvmtiDynamicCodeEventCollector()
1        5.5e-05  0              0  0              0  libjvm.so                JvmtiEnv::GetMethodDeclaringClass(Method*, _jclass**)
1        5.5e-05  0              0  0              0  libjvm.so                JvmtiEventCollector::is_vm_object_alloc_event()
1        5.5e-05  0              0  0              0  libjvm.so                JvmtiExport::post_dynamic_code_generated_internal(char const*, void const*, void const*)
1        5.5e-05  0              0  0              0  libjvm.so                JvmtiThreadState::oops_do(OopClosure*)
1        5.5e-05  0              0  0              0  libjvm.so                Klass::Klass()
1        5.5e-05  0              0  0              0  libjvm.so                Klass::atomic_incr_biased_lock_revocation_count()
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::array_range_check(LIR_OprDesc*, LIR_OprDesc*, CodeEmitInfo*, CodeEmitInfo*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::arraycopy_helper(Intrinsic*, int*, ciArrayKlass**)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::cmp_reg_mem(LIR_Condition, LIR_OprDesc*, LIR_OprDesc*, int, BasicType, CodeEmitInfo*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::create_lookup_ranges(TableSwitch*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::do_ArithmeticOp(ArithmeticOp*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::do_ArithmeticOp_Int(ArithmeticOp*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::do_ArithmeticOp_Long(ArithmeticOp*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::do_ArrayCopy(Intrinsic*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::do_CompareAndSwap(Intrinsic*, ValueType*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::do_ExceptionObject(ExceptionObject*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::do_LookupSwitch(LookupSwitch*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::do_MemBar(MemBar*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::do_NewObjectArray(NewObjectArray*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::do_ProfileInvoke(ProfileInvoke*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::do_SwitchRanges(SwitchRangeArray*, LIR_OprDesc*, BlockBegin*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::do_currentThread(Intrinsic*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::emit_array_address(LIR_OprDesc*, LIR_OprDesc*, BasicType, bool)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::load_constant(Constant*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::monitor_enter(LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, int, CodeEmitInfo*, CodeEmitInfo*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::post_barrier(LIR_OprDesc*, LIR_OprDesc*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::pre_barrier(LIR_OprDesc*, LIR_OprDesc*, bool, bool, CodeEmitInfo*)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::rlock_byte(BasicType)
1        5.5e-05  0              0  0              0  libjvm.so                LIRGenerator::volatile_field_load(LIR_Address*, LIR_OprDesc*, CodeEmitInfo*)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_Address::scale(BasicType)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_Assembler::emit_alloc_obj(LIR_OpAllocObj*)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_Assembler::emit_compare_and_swap(LIR_OpCompareAndSwap*)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_Assembler::emit_opConvert(LIR_OpConvert*)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_Assembler::move_regs(RegisterImpl*, RegisterImpl*)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_Assembler::osrBufferPointer()
1        5.5e-05  0              0  0              0  libjvm.so                LIR_Assembler::receiverOpr()
1        5.5e-05  0              0  0              0  libjvm.so                LIR_List::allocate_array(LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, BasicType, LIR_OprDesc*, CodeStub*)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_List::insert_before(int, LIR_Op*)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_List::instanceof(LIR_OprDesc*, LIR_OprDesc*, ciKlass*, LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, bool, CodeEmitInfo*, ciMethod*, int)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_List::lock_object(LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, CodeStub*, CodeEmitInfo*)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_List::mul(LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_List::shift_left(LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*)
1        5.5e-05  0              0  1         0.0023  libjvm.so                LIR_List::store_check(LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, CodeEmitInfo*, ciMethod*, int)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_List::unlock_object(LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, LIR_OprDesc*, CodeStub*)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_OpBranch::as_OpBranch()
1        5.5e-05  0              0  0              0  libjvm.so                LIR_OpBranch::negate_cond()
1        5.5e-05  0              0  0              0  libjvm.so                LIR_OpCompareAndSwap::emit_code(LIR_Assembler*)
1        5.5e-05  0              0  0              0  libjvm.so                LIR_OprDesc::as_register_hi() const
1        5.5e-05  0              0  0              0  libjvm.so                LIR_OprDesc::as_xmm_double_reg() const
1        5.5e-05  0              0  0              0  libjvm.so                LIR_OprDesc::is_oop() const
1        5.5e-05  0              0  0              0  libjvm.so                LShiftINode::Identity(PhaseTransform*)
1        5.5e-05  0              0  0              0  libjvm.so                LShiftINode::LShiftINode(Node*, Node*)
1        5.5e-05  0              0  0              0  libjvm.so                LShiftINode::bottom_type() const
1        5.5e-05  0              0  0              0  libjvm.so                LShiftLNode::Identity(PhaseTransform*)
1        5.5e-05  0              0  0              0  libjvm.so                LateInlineStringCallGenerator::generate(JVMState*)
1        5.5e-05  0              0  0              0  libjvm.so                LazyClassPathEntry::open_stream(char const*, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                LibraryCallKit::generate_guard(Node*, RegionNode*, float)
1        5.5e-05  1         0.0012  0              0  libjvm.so                LibraryCallKit::generate_limit_guard(Node*, Node*, Node*, RegionNode*)
1        5.5e-05  0              0  0              0  libjvm.so                LibraryCallKit::generate_negative_guard(Node*, RegionNode*, Node**)
1        5.5e-05  0              0  0              0  libjvm.so                LibraryCallKit::generate_unchecked_arraycopy(TypePtr const*, BasicType, bool, Node*, Node*, Node*, Node*, Node*, bool)
1        5.5e-05  0              0  0              0  libjvm.so                LibraryCallKit::inline_native_currentThread()
